1963,28020.0,0.704,galvanized,13531.0
1969,73342.0,0.461,galvanized,12553.0
1931,49958.0,0.901,lead,10193.0
1929,92650.0,0.931,lead,10387.0
1963,31494.0,0.59,galvanized,12241.0
1950,36797.0,0.82,lead,14435.0
1924,23580.0,1.0,lead,12625.0
1930,22079.0,0.997,lead,14903.0
1936,42108.0,0.867,lead,14689.0
1971,66924.0,0.559,galvanized,11490.0
1925,40534.0,0.947,lead,14795.0
1947,29799.0,0.756,lead,13129.0
1945,46871.0,0.759,lead,13335.0
1909,40213.0,1.0,lead,12648.0
1935,28502.0,0.819,lead,12129.0
1966,27624.0,0.612,galvanized,11744.0
1921,41838.0,1.0,lead,13988.0
1917,45462.0,1.0,lead,12357.0
1965,138235.0,0.568,galvanized,13327.0
1972,85948.0,0.576,galvanized,14355.0
1975,197078.0,0.543,galvanized,11132.0
1925,21653.0,0.991,lead,11659.0
1964,36574.0,0.673,galvanized,13677.0
1969,236675.0,0.565,galvanized,14306.0
1955,29847.0,0.772,lead,14433.0
1944,46735.0,0.775,lead,9760.0
1972,54252.0,0.594,galvanized,12398.0
1976,59150.0,0.559,galvanized,11726.0
1967,115815.0,0.676,galvanized,13504.0
1931,28640.0,0.806,lead,12012.0
1963,239788.0,0.593,galvanized,13197.0
1961,20682.0,0.678,galvanized,12542.0
1960,78892.0,0.711,galvanized,15122.0
1940,47590.0,0.82,lead,11936.0
1907,25348.0,1.0,lead,12662.0
1935,20137.0,0.842,lead,13756.0
1939,185242.0,0.916,lead,12960.0
1963,112254.0,0.678,galvanized,12696.0
1932,47858.0,0.95,lead,14552.0
1954,73300.0,0.65,galvanized,11790.0
1975,31047.0,0.551,galvanized,13064.0
1958,27913.0,0.633,galvanized,14461.0
1949,22117.0,0.704,galvanized,12192.0
1931,23634.0,1.0,lead,11873.0
1975,21371.0,0.477,galvanized,11836.0
1969,244027.0,0.507,galvanized,11602.0
1992,80733.0,0.526,galvanized,12958.0
1953,42911.0,0.734,galvanized,11742.0
1977,101810.0,0.492,galvanized,11467.0
1972,46894.0,0.594,galvanized,12544.0
1958,30966.0,0.696,galvanized,14744.0
1962,29702.0,0.631,galvanized,11925.0
1939,59443.0,0.877,lead,11931.0
1971,120045.0,0.571,galvanized,12144.0
1962,94438.0,0.632,galvanized,14666.0
1947,95310.0,0.831,lead,13370.0
1928,46709.0,0.989,lead,12402.0
1911,19082.0,1.0,lead,14639.0
1943,17368.0,0.854,lead,13209.0
1970,83293.0,0.545,galvanized,12008.0
1937,60362.0,0.866,lead,13910.0
1925,41024.0,1.0,lead,13732.0
1976,27525.0,0.521,galvanized,12951.0
1971,34780.0,0.58,galvanized,9613.0
1980,143492.0,0.514,galvanized,13086.0
1946,52274.0,0.837,lead,12624.0
1923,45903.0,1.0,lead,14129.0
1930,34831.0,0.961,lead,13175.0
1986,62887.0,0.475,galvanized,12180.0
1932,24787.0,0.854,lead,12872.0
1965,32634.0,0.707,galvanized,12643.0
1964,112207.0,0.695,galvanized,13185.0
1972,205502.0,0.616,galvanized,11738.0
1960,37306.0,0.673,galvanized,12860.0
1986,128161.0,0.474,galvanized,13119.0
1940,31558.0,0.902,lead,12126.0
1950,39645.0,0.768,lead,13844.0
1971,205186.0,0.551,galvanized,12066.0
1940,99661.0,0.881,lead,13748.0
1963,35474.0,0.632,galvanized,10993.0
1967,193215.0,0.564,galvanized,11624.0
1910,21212.0,1.0,lead,14193.0
1935,31083.0,0.844,lead,12592.0
1955,28063.0,0.683,galvanized,13057.0
1931,18666.0,0.827,lead,13727.0
1960,236678.0,0.682,galvanized,11362.0
1915,20162.0,1.0,lead,12403.0
1974,24498.0,0.535,galvanized,10521.0
1961,227509.0,0.738,galvanized,13002.0
1916,45676.0,1.0,lead,10093.0
1954,128255.0,0.719,galvanized,12679.0
1951,55115.0,0.66,galvanized,13225.0
1981,78058.0,0.476,galvanized,12723.0
1970,119603.0,0.581,galvanized,11689.0
1948,56713.0,0.799,lead,10083.0
1964,54550.0,0.584,galvanized,11575.0
1925,41312.0,1.0,lead,12536.0
1965,158078.0,0.599,galvanized,12503.0
1951,43106.0,0.772,lead,14526.0
1933,58259.0,0.928,lead,12797.0
1933,37707.0,0.835,lead,13157.0
1964,20224.0,0.652,galvanized,13450.0
1930,22272.0,1.0,lead,14700.0
1948,117398.0,0.727,galvanized,13268.0
1968,18751.0,0.575,galvanized,12564.0
1959,48761.0,0.673,galvanized,12423.0
1919,20320.0,1.0,lead,12903.0
1982,298859.0,0.467,galvanized,14602.0
1948,28302.0,0.789,lead,15981.0
1933,33709.0,0.924,lead,13163.0
1947,26974.0,0.75,galvanized,16613.0
1948,54037.0,0.685,galvanized,12364.0
1937,23743.0,0.889,lead,10859.0
1945,33975.0,0.805,lead,12557.0
1979,201143.0,0.527,galvanized,12139.0
1973,72085.0,0.458,galvanized,13041.0
1969,244513.0,0.619,galvanized,13155.0
1923,23158.0,0.995,lead,15429.0
1926,20690.0,1.0,lead,13429.0
1972,98035.0,0.49,galvanized,12520.0
1946,22350.0,0.824,lead,15389.0
1944,31628.0,0.881,lead,12525.0
1952,32185.0,0.739,galvanized,14532.0
1932,33700.0,0.901,lead,15081.0
1935,71072.0,0.844,lead,13157.0
1983,187343.0,0.514,galvanized,13681.0
1954,142141.0,0.752,lead,14292.0
1987,109690.0,0.489,galvanized,14037.0
1970,170555.0,0.624,galvanized,14825.0
1986,67576.0,0.465,galvanized,13457.0
1979,73511.0,0.462,galvanized,11450.0
1980,44206.0,0.554,galvanized,11370.0
1957,256133.0,0.718,galvanized,11745.0
1977,116129.0,0.511,galvanized,14263.0
1920,35424.0,0.947,lead,13267.0
1935,31062.0,0.895,lead,10708.0
1951,33825.0,0.658,galvanized,14504.0
1989,87755.0,0.504,galvanized,15419.0
1948,55031.0,0.719,galvanized,15378.0
1954,30933.0,0.647,galvanized,14381.0
1971,281750.0,0.627,galvanized,12671.0
1971,76360.0,0.584,galvanized,16375.0
1963,83616.0,0.675,galvanized,13411.0
1947,23663.0,0.806,lead,11856.0
1966,42580.0,0.625,galvanized,13300.0
1932,28447.0,0.87,lead,10323.0
1969,33537.0,0.507,galvanized,12925.0
1927,23854.0,0.958,lead,14523.0
1956,237523.0,0.62,galvanized,13048.0
1975,69805.0,0.619,galvanized,11598.0
1966,27994.0,0.54,galvanized,13795.0
1949,34059.0,0.696,galvanized,11654.0
1979,40816.0,0.479,galvanized,12484.0
1961,192953.0,0.68,galvanized,11614.0
1950,32909.0,0.77,lead,14241.0
1943,31370.0,0.804,lead,12685.0
1946,33331.0,0.71,galvanized,13617.0
1955,50764.0,0.626,galvanized,12413.0
1936,23145.0,0.874,lead,13425.0
1986,174345.0,0.474,galvanized,12278.0
1971,64001.0,0.607,galvanized,12286.0
1943,26049.0,0.937,lead,15009.0
1931,23001.0,0.9,lead,14930.0
1971,29949.0,0.536,galvanized,12025.0
1934,44650.0,0.912,lead,11682.0
1978,65283.0,0.47,galvanized,11969.0
1968,57496.0,0.61,galvanized,11043.0
1943,141026.0,0.854,lead,13454.0
1943,18878.0,0.78,lead,12768.0
1956,47479.0,0.615,galvanized,13160.0
1959,168199.0,0.686,galvanized,15249.0
1931,63126.0,0.994,lead,11188.0
1919,22361.0,1.0,lead,13040.0
1966,188867.0,0.506,galvanized,13842.0
1971,166041.0,0.487,galvanized,11519.0
1956,31602.0,0.724,galvanized,11276.0
1922,26279.0,1.0,lead,11797.0
1949,25641.0,0.757,lead,12658.0
1911,23967.0,1.0,lead,11374.0
1960,29290.0,0.668,galvanized,13889.0
1984,65417.0,0.488,galvanized,15195.0
1951,32920.0,0.643,galvanized,12375.0
1979,85703.0,0.5,galvanized,12744.0
1979,143398.0,0.489,galvanized,14215.0
1966,26728.0,0.572,galvanized,11259.0
1927,48396.0,0.953,lead,14904.0
1967,216312.0,0.472,galvanized,12410.0
1964,39731.0,0.623,galvanized,14230.0
1913,21614.0,1.0,lead,12799.0
1961,72448.0,0.678,galvanized,12200.0
1938,64448.0,0.892,lead,14735.0
1971,62514.0,0.594,galvanized,10919.0
1933,35298.0,0.881,lead,11234.0
1949,41496.0,0.773,lead,13590.0
1978,79125.0,0.518,galvanized,12407.0
1974,208894.0,0.502,galvanized,13724.0
1958,23557.0,0.669,galvanized,12611.0
1961,25484.0,0.666,galvanized,11933.0
1986,129276.0,0.569,galvanized,13811.0
1970,84855.0,0.543,galvanized,10403.0
1953,29011.0,0.74,galvanized,11954.0
1974,185412.0,0.47,galvanized,13587.0
1959,68659.0,0.635,galvanized,12260.0
1983,148336.0,0.515,galvanized,13814.0
1942,42225.0,0.808,lead,12866.0
1957,24462.0,0.68,galvanized,14158.0
1935,46703.0,0.892,lead,12424.0
1971,152971.0,0.587,galvanized,12156.0
1957,23981.0,0.69,galvanized,11339.0
1960,22779.0,0.627,galvanized,12094.0
1969,102711.0,0.541,galvanized,15757.0
1968,83508.0,0.502,galvanized,13064.0
1952,118086.0,0.799,lead,13971.0
1960,58014.0,0.668,galvanized,12116.0
1953,23179.0,0.759,lead,11835.0
1956,30887.0,0.732,galvanized,10954.0
1965,250746.0,0.602,galvanized,14183.0
1987,170322.0,0.459,galvanized,13834.0
1972,86318.0,0.545,galvanized,13547.0
1909,25802.0,1.0,lead,14638.0
1982,208351.0,0.489,galvanized,14097.0
1941,29022.0,0.765,lead,10386.0
1958,49907.0,0.551,galvanized,13944.0
1930,34210.0,0.956,lead,12639.0
1939,28360.0,0.821,lead,11478.0
1941,32208.0,0.804,lead,11618.0
1970,28268.0,0.568,galvanized,11235.0
1957,76486.0,0.772,lead,13895.0
1970,28937.0,0.582,galvanized,11526.0
1972,31832.0,0.636,galvanized,13578.0
1953,62701.0,0.747,galvanized,11503.0
1957,205426.0,0.682,galvanized,14754.0
1957,75152.0,0.68,galvanized,11861.0
1920,30800.0,1.0,lead,13562.0
1954,92920.0,0.816,lead,12654.0
1986,64109.0,0.493,galvanized,16388.0
1967,183877.0,0.517,galvanized,13366.0
1958,62732.0,0.589,galvanized,12293.0
1975,177508.0,0.508,galvanized,10949.0
1977,26683.0,0.532,galvanized,12858.0
1929,29015.0,0.909,lead,15064.0
1937,40990.0,0.864,lead,13868.0
1958,54149.0,0.683,galvanized,9498.0
1948,26053.0,0.739,galvanized,11884.0
1972,87120.0,0.55,galvanized,14332.0
1921,36201.0,1.0,lead,11883.0
1985,167232.0,0.471,galvanized,12189.0
1945,18546.0,0.82,lead,12092.0
1974,83320.0,0.614,galvanized,15624.0
1972,64626.0,0.56,galvanized,11170.0
1949,34003.0,0.728,galvanized,12883.0
1980,19314.0,0.484,galvanized,11725.0
1953,60142.0,0.683,galvanized,12014.0
1950,85251.0,0.825,lead,13366.0
1965,95385.0,0.614,galvanized,12641.0
1921,21580.0,1.0,lead,12789.0
1951,49739.0,0.724,galvanized,11937.0
1947,199272.0,0.795,lead,14253.0
1962,70604.0,0.514,galvanized,11762.0
1972,39568.0,0.568,galvanized,11702.0
1903,20640.0,1.0,lead,12711.0
1974,195793.0,0.558,galvanized,14386.0
1960,132276.0,0.571,galvanized,13893.0
1917,28349.0,1.0,lead,11481.0
1904,37949.0,1.0,lead,13050.0
1927,20493.0,1.0,lead,14217.0
1961,30702.0,0.576,galvanized,12249.0
1962,65235.0,0.651,galvanized,11169.0
1960,71670.0,0.679,galvanized,12260.0
1956,32584.0,0.628,galvanized,12611.0
1909,19329.0,1.0,lead,15457.0
1965,31653.0,0.579,galvanized,12999.0
1924,31393.0,0.873,lead,13984.0
1924,41948.0,0.98,lead,11990.0
1971,56420.0,0.571,galvanized,13160.0
1973,54069.0,0.508,galvanized,12143.0
1960,80801.0,0.742,galvanized,11689.0
1947,38517.0,0.713,galvanized,12843.0
1957,20544.0,0.639,galvanized,13906.0
1960,42917.0,0.693,galvanized,12514.0
1977,53594.0,0.481,galvanized,13170.0
1972,85955.0,0.619,galvanized,13361.0
1954,156629.0,0.73,galvanized,11825.0
1970,29830.0,0.545,galvanized,13111.0
1959,27482.0,0.626,galvanized,12880.0
1919,23788.0,1.0,lead,13370.0
1956,190155.0,0.687,galvanized,13324.0
1913,30885.0,1.0,lead,13903.0
1962,198541.0,0.617,galvanized,12578.0
1921,45903.0,1.0,lead,12819.0
1952,79527.0,0.8,lead,13865.0
1912,23843.0,1.0,lead,14317.0
1946,29953.0,0.754,lead,13526.0
1970,24111.0,0.516,galvanized,13171.0
1917,22116.0,1.0,lead,14625.0
1967,74902.0,0.662,galvanized,12392.0
1928,27203.0,0.896,lead,12632.0
1915,44851.0,1.0,lead,12735.0
